원두타입,원두명,노트,원산지,품종,생산자,고도,지역,가공,맛&향,산미,바디감,단맛,로스팅,쓴맛
블렌딩,STREET BLEND,"피칸,아몬드,흑설탕,다크초콜릿","브라질30%,과테말라20%과테말라50%,과테말라,브라질,코스타리카",,,,,,"달콤,고소,밸런스,초콜릿,견과류",2.0,4.0,4.0,4.0,3.0
블렌딩,,,,,,,,,,,,,,
블렌딩,미미(美味),"복숭아 (Peach), 라벤더(Lavender), 쉬라와인(Syrah Wine), 열대과일(Tropical Fruit), 매끄러운 질감 (Silky Mouthfeel)

원두 출고일은 매주 화요일, 목요일입니다.
배송은 오후 3시 주문분을 기준으로 익일 출고됩니다.
예) 월요일 오후 3시주문 : 화요일 출고","Panama, Colombia,콜롬비아,파나마",,,,,,"달콤,산미,부드러움,꽃,허브,깔끔한,화사한,가벼운,주스같은,트로피칼",3.0,1.0,4.0,2.0,1.0
블렌딩,미원(美味),"비정제당의 단맛 (Muscovado Sweetness), 말린자두(Prune), 균형잡힌 밸런스 (Well Balanced), 부드러운질감 (Smooth Mouthfeel)

원두 출고일은 매주 화요일, 목요일입니다.
배송은 오후 3시 주문분을 기준으로 익일 출고됩니다.
예) 월요일 오후 3시주문 : 화요일 출고","Panama, Costarica, Ethiopia,에티오피아,파나마,코스타리카",,,,,,"달콤,밸런스,부드러움,트로피칼",1.0,5.0,5.0,4.0,3.0
블렌딩,에디오피아 게이샤,"게이샤의 원산지인 에디오피아에서 재배되었습니다.
시트러스와 바닐라 향미가 일품입니다.",에티오피아,게이샤,,"1,600~2,100m",,,"달콤,산미,바닐라,시트러스",4.0,3.0,4.0,3.0,1.0
블렌딩,MIHO,"풍요의 강, 줄기가 흐르며 엮어낸 파노라마처럼...
풍성한 단맛과 흐름을 함께하는 산미,
느긋이 즐길 수 있는 매끄러운 여운까지
좋은 맛의 시작은 밸런스입니다.

과테말라 워시드
브라질 펄프드 내추럴
콜롬비아 워시드","과테말라, 브라질, 콜롬비아",,,,,,"달콤,산미,밸런스,긴여운",3.0,5.0,4.0,3.0,1.0
블렌딩,HEART STRIKE,"브라질 펄프드 내추럴
과테말라 워시드
인디아 로부스타
에티오피아 내추럴","인디아, 에티오피아,과테말라,브라질,인도",,,,,"워시드,내추럴","달콤,쌉쌀,부드러움,묵직,긴여운",1.0,4.0,4.0,5.0,3.0
블렌딩,B-SIDE,브라질 펄프드 내추럴,브라질,,,,,펄프드 네추럴,"달콤,고소,밸런스,초콜릿,견과류",2.0,3.0,4.0,3.0,2.0
블렌딩,DAY BLEND,"산뜻한 오렌지 톤의 산미와 볶은 견과류, 초콜릿 뉘앙스의 균형 잡힌 밸런스를 느끼실 수 있습니다.
마일드한 바디감과 초콜릿의 풍부한 단맛과 견과류의 고소함을 경험해 보세요.


Brazil 50% / Guatemala 30% / Colombia 20%
Roasting point : Medium Dark","브라질, 과테말라, 콜롬비아",,,,,,"달콤,고소,산미,밸런스,초콜릿,견과류,가벼운,시트러스",1.0,3.0,4.0,4.0,2.0
블렌딩,GROUND RULE,"생초콜렛, 티라미수, 견과류, 풀바디

GUATEMALA
COLOMBIA
NICARAGUA
INDONESIA","콜롬비아,과테말라,인도,니카라과",,,,,,"달콤,고소,쌉쌀,묵직,초콜릿,견과류,스모키",1.0,5.0,4.0,4.0,4.0
블렌딩,[3-3커피] 다크로스트 블렌드 커피원두 200g,"다크초콜릿 같은 쌉싸름함, 낮은 산미","콜롬비아, 브라질, 에티오피아",,,,,,"달콤,고소,쌉쌀",1.0,4.0,3.0,4.0,3.0
블렌딩,[3-3커피] 라이트로스트 블렌드 커피원두 200g,"베리, 복숭아가 떠오르는 상큼한 커피","콜롬비아, 에티오피아",,,,,,"달콤,산미,베리,트로피칼",3.0,2.0,3.0,2.0,1.0
블렌딩,에디오피아 게이샤 블렌딩,"게이샤가 가진 향미에 단맛을 더 올렸습니다. 
아메리카노, 라떼 등 어떤 커피라도 게이샤의 특징을 즐길 수 있습니다.","에디오피아, 콜롬비아",,,,,,"달콤,산미,꽃",3.0,4.0,5.0,3.0,1.0
블렌딩,이탈리안 블랜드,"바닐라, 너티, 다크 초콜릿, 묵직한 바디

브라질 네츄럴 30%
콜롬비아 워시드 40%
과테말라 워시드 30%","콜롬비아,과테말라,브라질",,,,,,"달콤,묵직,초콜릿,바닐라,견과류",1.0,4.0,4.0,4.0,2.0
블렌딩,다크블루,"아몬드의 고소함과 은은한 단맛이 주를 이루며 묵직한 바디감의 커피입니다. 뒤에서 카카오의  쌉싸름한 맛이 나는 깔끔한 목넘김의 커피입니다.
라떼로 드셨을때 단맛이 극대화 되며 호불호가 적은 대중적인 제품입니다.","콜롬비아,브라질,인도",,,,,,"달콤,쌉쌀,밸런스,묵직,초콜릿,견과류",1.0,4.0,5.0,4.0,2.0
블렌딩,멜로브라운,"곡물류의 고소함과 단맛이 주를 이루며 뒤에서 은은하게 느껴지는 산미가 기분좋게 느껴지는 밸런스 좋은 커피입니다.
부드러운 바디감이 좋은 커피로 무거운 느낌의 커피를 부담스러운 분들께 추천 드립니다.","에티오피아,과테말라,브라질",,,,,,"달콤,고소,산미,밸런스,견과류,곡물,가벼운",2.0,2.0,3.0,3.0,1.0
블렌딩,OOC BLEND,"NUTTY, HERB, GOOD BALANCE,SWEETNESS, DARK CHOCOLATE, DASH OF FRUIT","콜롬비아, 과테말라, 인도네시아",,,,,,"달콤,밸런스,초콜릿,견과류,트로피칼",2.0,4.0,4.0,4.0,2.0
블렌딩,커피맛을조금아는남자 메인 블렌드 '달구벌',"메인 블렌드 ＇달구벌＇ 원두는 사과의 산뜻한 산미 약간과
아몬드, 호두의 고소함, 밀크초콜릿의 풍미가 좋습니다.

에스프레소로 즐겼을 때는 묵직하면서도 부드러운 초콜릿의 질감,
거기에 산뜻한 사과의 산미가 약간 더해져 조화를 이룹니다. 

브라질 50% 과테말라 30% 에티오피아 20%가 블렌딩 되었습니다.","에티오피아,과테말라,브라질",,,,,,"고소,산미,초콜릿,견과류",2.0,4.0,3.0,4.0,2.0
블렌딩,커피맛을조금아는남자 너티 블렌드 - '83타워',"너티 블렌드인 ＇83타워＇는 산미를 선호하지 않는 분들께 추천 드리는 묵직하면서 고소한 커피입니다.
아몬드, 호두의 고소함과 초콜릿의 풍미, 황설탕의 은은한 단맛이 좋습니다.

브라질 70%와 과테말라 30%를 블렌딩 해 고소함에 중점을 두었습니다.","과테말라,브라질",,,,,,"달콤,고소,밸런스,초콜릿,견과류",1.0,4.0,2.0,4.0,2.0
블렌딩,"커피맛을조금아는남자 플로럴 블렌드, 수성못","블렌딩 원두이지만 중배전 정도로 로스팅 되어 핸드드립으로 즐기기에도 좋습니다.

에티오피아 워시드 80%, 에티오피아 내추럴 20%가 블렌딩 되어
블루베리, 크림치즈를 먹는 듯한 화사하고 달큰한 뉘앙스와
마카다미아의 고소함을 즐겨보세요.",에티오피아,,,,,"워시드,내추럴","달콤,고소,산미,베리,견과류,화사한",3.0,2.0,3.0,3.0,1.0
블렌딩,VASO,"에티오피아 워시드 100%
컵노트 : 감귤, 오렌지, 건포도, 레드와인, 밀크초콜릿",에티오피아,,,,,,"상큼,산미,베리,초콜릿,시트러스",4.0,2.0,3.0,4.0,1.0
블렌딩,[시그니처 블렌드] 1kg 베리 베리 Very Berry,"자스민의 꽃향기, 상큼한 믹스베리, 살구 주스, 달콤하고 산뜻한 과일차",에티오피아 100%,Ethiopian Local Selection,Various Farmers,"1,900m ~ 2,000m","게데오, 게뎁","워시드, 내추럴","달콤,산미,베리,꽃,차같은",3.0,3.0,5.0,3.0,1.0
블렌딩,[시그니처 블렌드] 1kg 스윗홈 Sweet Home,"볶은 아몬드의 고소함, 캐슈넛의 부드러움, 밀크초콜릿, 묵직하고 부드러운 질감","콜롬비아 50%, 코스타리카 50%","핑크버번, 카투라, 버번",Various Farmers,"1,800m ~ 1,900m","우일라, 따라주","허니, 워시드","달콤,고소,부드러움,견과류",2.0,4.0,5.0,4.0,2.0
블렌딩,[시그니처 블렌드] 1kg 달보드레,"부드러운 밀크초콜릿, 호두파이, 볶은 캐슈넛, 은은한 오렌지의 산미, 버터스카치 캔디","에티오피아 20%, 과테말라 40%, 인도 40%",Various,Various Farmers,"1,300m ~ 2,000m",-,워시드,"달콤,고소,산미,부드러움,초콜릿,견과류,시트러스",2.0,5.0,5.0,4.0,2.0
블렌딩,[커피링크] [블렌드] 1kg 오롯오롯,"패션후르츠, 갈색설탕, 믹스베리, 망고, 라벤더, 버터스카치, 토피, 파인애플, 건포도","에티오피아 50%, 과테말라 50%",Various,Various Farmers,"1,800m ~ 2,000m","게데오 게뎁, 안티구아",워시드,"달콤,산미,베리,풍부한,트로피칼",2.0,5.0,5.0,4.0,2.0
블렌딩,[커피링크] [블렌드] 1kg 코지 Cozy,"은은한 오렌지의 산미, 캐러멜, 다크초콜릿, 아몬드","브라질 50%, 과테말라 50%",Various,Various Farmers,"1,100m ~ 1,700m",-,"펄프드 내추럴, 워시드","달콤,산미,밸런스,초콜릿,견과류,시트러스",2.0,4.0,5.0,4.0,2.0
블렌딩,시그니처 꽃 화 블렌드,"에티오피아 예가체프 G2 40%
에티오피아 스페셜티 예가체프 레코 내츄럴 G1  60%
로스팅 포인트: 중배전

​ 꽃 화 블렌딩 커피는 에티오피아 워시드, 내츄럴을 블렌드한 커피입니다.
첫 모금을 마시기 전 입에 코를 갖다대면 베리, 피치의 묵직한 단향이 올라와 고급스러운 향미를 내뿜고 있습니다.
첫 모금에 블루베리 잼같은 질감과 복숭아, 카라멜 같은 단향, 뒤에 초콜릿의 느낌으로 마무리해주는 늬앙스로 기분을 좋게 해줍니다.
식어도 갖고 있는 케릭터를 잘 느낄 수 있어 좋았습니다.

​[시향]
베리, 피치, 허니, 아카시아

[시음]
블루베리 잼, 피치, 카라멜, 초콜릿, 굿 바디",에티오피아,,,,,,"달콤,산미,카라멜,묵직,베리,초콜릿,화사한,트로피칼",4.0,3.0,4.0,3.0,1.0
블렌딩,반달곰 원두,"커피볶는곰의 블랜딩 원두로 밀크 초코렛의 단맛과 바디를 가지고 지속성 좋은 원두 입니다.
오래 남는 애프터의 단맛 질감을 느껴보세요.","콜롬비아,브라질",,,,,,"달콤,묵직,초콜릿,긴여운",1.0,4.0,5.0,3.0,2.0
블렌딩,채스우드커피 Town Hall 원두 200g,초콜릿뉘앙스와 카라멜의 달콤함 클린컵의 대중적인 뉘앙스를 가지고있는 커피입니다.,"브라질,과테말라,에티오피아",,,,,,"달콤,깔끔,초콜릿",1.0,3.0,3.0,3.0,1.0
블렌딩,채스우드커피 Manly 원두 200g,오렌지의 상큼함과 베리류의 달콤함 깔끔한 쥬시한 뉘앙스를 가진 커피입니다.,"에티오피아,콜롬비아",,,,,,"상큼,산미,베리,시트러스",5.0,1.0,4.0,1.0,1.0
블렌딩,SWEET GUY,"스윗가이 CUP NOTE
잘 익은 오렌지, 갈색설탕, 밀크 초콜릿

에티오피아, 온두라스, 브라질 3가지 종류가 섞인 하우스 블랜드 원두입니다.

핸드드립과 에스프레소용으로 추천드리며, 
오렌지 계열의 단맛과 밸런스 좋은 원두를 찾으신 다면 스윗가이로 즐겨보세요 :)","에티오피아,온두라스",,,,,,"달콤,밸런스,초콜릿,시트러스",4.0,3.0,5.0,3.0,2.0
블렌딩,STAR GUY,"스타가이 CUP NOTE
헤이즐넛 초코, 바닐라, 밀크초콜릭

에티오피아, 브라질, 과테말라 3가지 종류가 섞인 하우스 블랜드 원두입니다.

라떼음료와 에스프레소용으로 추천드리며, 
헤이즐넛 초코 계열의 달콤함과 밸런스 좋은 원두를 찾으신 다면 스타가이로 즐겨보세요 :)","에티오피아,과테말라,브라질",,,,,,"달콤,밸런스,부드러움,초콜릿,바닐라,견과류",4.0,4.0,5.0,3.0,3.0
블렌딩,E블렌드,"Jasmine, Orange, Honey, Mild Aftertaste",,,,,,,"달콤,산미,깔끔,꽃,긴여운,시트러스",3.0,2.0,3.0,1.0,1.0
블렌딩,JOY GUY,"조이가이 CUP NOTE
피넛버터, 구운 아몬드, 구운 땅콩, 다크 초콜릿

과테말라, 온두라스, 브라질 3가지 종류가 섞인 하우스 블랜드 원두입니다.

라떼음료와 에스프레소용으로 추천드리며, 
피넛버터 계열의 고소함과 밸런스 좋은 원두를 찾으신 다면 조이가이로 즐겨보세요 :)","과테말라,브라질,온두라스",,,,,,"달콤,고소,밸런스,묵직,견과류",2.0,4.0,4.0,3.0,3.0
블렌딩,시그니처 불 화 블렌드,"케냐 베짱이 무타이테 50%
브라질 세라도 50%
로스팅 포인트: 중배전

커피는 브라질 , 케냐 워시드를 블렌드한 커피입니다.
첫 모금 마셨을 때 구운 땅콩 같은 향미가 나와 익숙한 느낌을 줍니다.
목넘김이 상당히 거칠 것 같았지만, 클린함이 상당히 좋고 단향이 오래간다는거에 놀랬습니다.
식을 수록 초콜릿, 땅콩 카라멜 같은 단향을 더욱 느낄 수 있습니다.
클래식한 브라질의 견과류 느낌, 콜롬비아의 균형감이 조화롭게 이뤄져 마시고 났을 때의 긴 여운이 좋습니다.
에스프레소로 내렸을 때 고소한 시리얼, 군밤의 여운이 더욱 깊어집니다.

시향
아몬드, 구운 헤이즐넛, 구운 식빵

시음
땅콩 카라멜, 호두, 초콜렛, 균형감, 클린","브라질,케냐",,,,,,"달콤,고소,깔끔,초콜릿,견과류,긴여운",1.0,4.0,4.0,4.0,3.0
블렌딩,WORK Blending,"For 
활동적인, 진한, 열정적인
Tasting Notes
견과류, 비스켓, 사탕수수, 풀바디
Guide
갈린 원두 17.5~18.5g, 90.5~90℃, 9bar
갈린 원두 20g, 89~91℃, 뜨거운 물 340ml","콜롬비아,과테말라,브라질",,,,,,"달콤,묵직,견과류",1.0,5.0,4.0,4.0,2.0
블렌딩,HOME Blending,"For 
편안한, 따뜻한, 손쉬운
Tasting Notes
밀크초콜릿, 만다린, 부드러운 질감
Guide
갈린 원두 19~20g, 91.5~92℃, 9bar
갈린 원두 20g, 92~93℃, 뜨거운 물 340ml","콜롬비아,에티오피아,브라질",,,,,,"달콤,산미,부드러움,초콜릿,시트러스",3.0,4.0,5.0,3.0,1.0
블렌딩,퍼스트웨이브:에스프레소 블렌드,"Dark Chocolate / Macadamia / Caramel
Brazil / Indonesia","브라질,인도",,,,,,"카라멜,초콜릿,견과류",1.0,4.0,4.0,4.0,3.0
블렌딩,세컨드웨이브:에스프레소 블렌드,"Orange / berry-like / Milk Chocolate
Brazil / Indeonesia / Ethiopia","에티오피아,브라질,인도",,,,,,"달콤,산미,베리,초콜릿,시트러스",3.0,4.0,4.0,3.0,2.0
블렌딩,COSY BLEND,"옥수수수염차,토스트,카카오닙스
브라질 50% + 인디아 50%","브라질 50%, 인디아 50%,브라질,인도",,,,,,"달콤,고소,밸런스,초콜릿",1.0,3.0,4.0,4.0,3.0
블렌딩,또바기,"컵노트 : 호두, 아몬드, 카라멜, 초콜릿",,,,,,,"달콤,카라멜,묵직,초콜릿,견과류",1.0,4.0,3.0,4.0,1.0
블렌딩,[커피볶는곰] 테디베어 블랜드,"고소, 달달한 질감, 지속성, 끝까지 남는 단맛이 특징",,,,,,,"달콤,고소,밸런스,부드러움,긴여운",1.0,4.0,5.0,3.0,1.0
블렌딩,튜바 블렌드,"브라질 80% 코스타리카 20%
구운견과류, 땅콩버터, 다크초콜릿, 캐러멜","브라질,코스타리카",,,,,,"달콤,고소,카라멜,초콜릿,견과류",1.0,3.0,4.0,4.0,2.0
블렌딩,프렌치혼 블렌드,"브라질 60% 코스타리카 40%
과일류의 단맛, 밀크 초콜릿, 아몬드, 캐러멜","브라질,코스타리카",,,,,,"달콤,밸런스,카라멜,초콜릿,견과류,시트러스",2.0,3.0,4.0,4.0,2.0
블렌딩,LOVE BLEND,"건크랜베리,천도복숭아,자스민,다크체리
에티오피아 2Tyeps 100%","에티오피아 40%, 과테말라 30% + 콜롬비아 30%,에티오피아",,,,,,"달콤,상큼,산미,깔끔,화사한,시트러스",4.0,3.0,3.0,2.0,1.0
블렌딩,W블렌드,"Milk Chocolate, Almond, Low Acidity, Smooth Finish",,,,,,,"달콤,쌉쌀,부드러움,초콜릿,견과류",2.0,3.0,4.0,3.0,2.0
블렌딩,Bach 바흐,고소하고 부드러운 단맛과  은은한산미  그리고 적당한 바디감이 조화로운 커피입니다.,,,,,,,"고소,산미,밸런스,부드러움,초콜릿,풍부한",2.0,3.0,4.0,3.0,1.0
블렌딩,커맨드 듀오 (Command Duo),"오렌지 캔디, 캐러멜, 케인 슈가","India, Ethiopia,에티오피아,인도","Selection 9, Selection 6 and 795, Heirloom",,"1,036-2,250m",,"Washed,워시드","달콤,밸런스,카라멜,꽃,차같은,주스같은,시트러스",3.0,2.0,3.0,3.0,1.0
블렌딩,커맨드 콰르텟 (Command Quartet),"초콜릿, 아몬드, 민트, 클로브, 웰밸런스, 클린","India,인도","Mix of 795, SLN5, SLN9, Chandragiri 등",,"850-1,250m",,"Washed, Natural,워시드,내추럴","부드러움,묵직,초콜릿,스모키,향신료",2.0,4.0,4.0,4.0,1.0
블렌딩,파크 레인 블렌딩 - PARK LANE BLENDING,"에스프레소로 내리면 가장 맛있으나 로스팅이 다크하지 않아 브루잉으로 사용하시기에도 좋습니다.

*오전 11시 까지 결제된 주문은 영업일 기준 약 3일 이내 출고됩니다.","에티오피아,과테말라,인도,엘살바도르",,,,,,"고소,산미,밸런스,부드러움",2.0,3.0,4.0,3.0,1.0
블렌딩,춘천블렌드,예가체프를 주 베이스로 두어 묵직하고 고소한 맛을 중심에 두었고 내추럴 커피를 블렌드하여 향과 산미를 더해 균형있는 맛을 더했습니다.,,,,,,,"고소,밸런스",2.0,2.0,4.0,3.0,1.0
블렌딩,가을 (Autumn) 블렌드,"구수함, 옅은 산미, 보리과자, 굳바디, 라떼와 어울리는 향미, 곡물, 호두, 정향
브라질 펄프드내츄럴 버번 + 콜롬비아 메데인 수프레모 +
에티오피아 G2 시다모 + 인도 바라쿠","콜롬비아,에티오피아,브라질,인도",,,,,내추럴,"고소,밸런스,견과류,곡물",1.0,3.0,2.0,3.0,1.0
블렌딩,봄 (Spring) 블렌드,"과테말라 안티구아SHB + 콜롬비아 메데인 수프레모+ 에티오피아 G2 이르가체페
마일드, 우아한 산미, 카카오, 클린, 허브식물, 미디움 바디, 과실주향","콜롬비아,에티오피아,과테말라",,,,,,"산미,깔끔,초콜릿,허브,차같은,주스같은,트로피칼",2.0,3.0,2.0,2.0,1.0
블렌딩,[커피볶는곰] 폴라베어 블랜드,#중배전(미디엄 로스팅) #에스프레소머신 추천 #새콤달콤 #과일향,에티오피아,,,,,,"달콤,상큼,산미,트로피칼",2.0,4.0,5.0,3.0,1.0
블렌딩,게이샤 블랜드,"블루베리, 크렌베리, 절인과육, 쥬시, 초콜릿

에티오피아 아바야 게이샤/ 내추럴
에티오피아 마지 게이샤 / 내추럴
페루 엘 크루세 / 워시드","에티오피아,페루",,,,,"워시드,내추럴","달콤,산미,베리,초콜릿,주스같은",4.0,3.0,4.0,2.0,1.0
블렌딩,"DEEP,DEEPLY 블랜드","초콜렛, 아몬드, 청사과, 오렌지, 카라멜","과테말라,브라질",,,,,워시드,"달콤,고소,쌉쌀,밸런스,부드러움,카라멜,묵직,초콜릿,견과류",2.0,4.0,5.0,4.0,3.0
블렌딩,거스트 브리즈 블랙,"전체적으로 다크한 면이 강하지만 달큰한 잔향과 클린함을 가지고 있습니다.
로스팅 후 시일이 지날수록 가진 매력이 더 도드라집니다.

컵노트 / 카카오, 다크초콜릿, 풀바디,흑설탕, 헤이즐넛","콜롬비아,인도",,,,,,"달콤,묵직,초콜릿,견과류,깔끔한,풍부한",1.0,4.0,4.0,4.0,2.0
블렌딩,거스트 브리즈 화이트,"적당한 과일의 산미, 넛트류의 고소한 향과 단맛도 고르게 가지고 있으며, 부드러운 질감 및 무게감도 일품입니다.

컵노트 / 사과잼, 버터리, 마카다미아, 밀크초콜릿, 볶은아몬드","콜롬비아,과테말라,브라질,온두라스",,,,,,"산미,밸런스,초콜릿,견과류,풍부한,크리미한,트로피칼",3.0,4.0,4.0,4.0,1.0
블렌딩,트로피컬 브리즈 블렌드,"전체적으로 생두의 특성인 달콤함과 뚜렷함을 표현하도록 로스팅 포인트와 배합 과정에 많은 공을 들였습니다.
추운 겨울이 지나가고 따뜻한 봄을 맞이하는 기분으로 맛있게 내려드시면 좋겠습니다.

컵노트 / 파인애플, 살구, 망고, 캐러멜, 밀크초콜릿","에티오피아,르완다",,,,,,"상큼,산미,카라멜,초콜릿,화사한,시트러스,트로피칼",4.0,3.0,3.0,3.0,1.0
블렌딩,첼로 블렌드,"스모키, 구운아몬드, 견과류, 다크초콜릿

로스팅 포인트 : Medium Dark

​","콜롬비아,브라질",,,,,,"고소,초콜릿,견과류,스모키",3.0,4.0,4.0,4.0,1.0
블렌딩,첼로 블렌드,"스모키, 구운아몬드, 견과류, 다크초콜릿

로스팅 포인트 : Medium Dark

​","콜롬비아,브라질",,,,,,"고소,초콜릿,견과류,스모키",3.0,4.0,4.0,5.0,1.0
블렌딩,BYGONE BLEND,오렌지 아몬드 군밤 카카오닙스,콜롬비아 2Tyeps 100%,,,,,,"달콤,고소,쌉쌀,밸런스,초콜릿,견과류",2.0,4.0,3.0,4.0,2.0
블렌딩,멋진 노을이 생각나는 시즌 블랜드,"#곶감 #대추 #딸기청 #견과류
Colombia / El encanto Caturra Honey Strawberry
Brazil / Sitio Guiomar Fully Washed COE #23","콜롬비아,브라질",,,,,,"달콤,고소,쌉쌀,부드러움,묵직,베리,견과류",2.0,4.0,4.0,3.0,3.0
블렌딩,브라이트 블렌드,"컵노트: 자몽, 살구, 복숭아, 홍차, 리치, 패션후르츠, 부드러운 텍스쳐, 긴여운, 시럽피","에티오피아,과테말라",,,,,"워시드,내추럴","달콤,산미,부드러움,긴여운,크리미한,트로피칼",4.0,3.0,4.0,2.0,1.0
블렌딩,발렌타인 블렌드,"컵노트: 다크초콜릿, 오렌지, 마카다미아, 아몬드, 밀키한 텍스쳐, 크리미, 헤비 바디","코스타리카,인도네시아",,,,,워시드,"달콤,고소,부드러움,묵직,초콜릿,견과류,크리미한,시트러스",2.0,4.0,3.0,4.0,3.0
블렌딩,뉴커먼 블렌드,"- 컵노트: 피넛, 헤이즐넛, 호밀, 오렌지필 헤비바디, 다크초콜릿, 밀키한 텍스처, 스모키","콜롬비아,브라질,코스타리카",,,,,"워시드,내추럴","달콤,부드러움,묵직,초콜릿,견과류,스모키,곡물,크리미한,시트러스",1.0,4.0,3.0,4.0,2.0
블렌딩,커넥츠 블렌드,"- 컵노트: 건포도, 몰트, 바닐라, 브라운 슈가, 꿀, 카라멜, 연하게 플로럴, 토피, 통밀","콜롬비아,에티오피아,과테말라,코스타리카,인도",,,,,"워시드,내추럴","달콤,고소,카라멜,바닐라,차같은,곡물",3.0,3.0,4.0,3.0,1.0
블렌딩,브라우니 블렌드,"- 컵노트: 비터스윗, 브라운 슈가, 엿기름, 카카오, 팝콘, 보리, 긴 여운","과테말라,브라질,엘살바도르",,,,,"워시드,내추럴","달콤,고소,초콜릿,긴여운,곡물",2.0,3.0,4.0,4.0,1.0
블렌딩,프루티 블렌드 베리즈,"- 컵노트: 블루베리, 딸기, 마카다미아, 밀크초콜렛","콜롬비아,에티오피아,과테말라",,,,,"워시드,내추럴","달콤,베리,초콜릿,견과류",3.0,3.0,4.0,2.0,1.0
블렌딩,꼬소한쌀밥 블렌드,"쌀밥, 코코아, 커버춰 초콜릿, 바닐라 빈","브라질,엘살바도르",,,,,"워시드,내추럴","달콤,고소,쌉쌀,밸런스,깔끔,초콜릿,바닐라,깔끔한",1.0,4.0,4.0,5.0,5.0
블렌딩,고소한쌀밥 블렌드,"쌀밥, 아몬드, 황설탕,  파베 초콜릿","브라질,엘살바도르",,,,,"워시드,내추럴","달콤,고소,쌉쌀,밸런스,깔끔,초콜릿,바닐라,깔끔한",2.0,3.0,4.0,4.0,4.0
블렌딩,강배전 다크로스팅,,,,,,,,"고소,쌉쌀,묵직,스모키",1.0,3.0,2.0,5.0,3.0
블렌딩,슬레이블렌드,"-블랙
밀크초콜릿.깊은바디.단맛.카카오.견과류.긴여운
-화이트
쌉싸름함.견과류.밀크초콜릿.카라멜.호두.아몬드",,,,,,,"달콤,고소,쌉쌀,부드러움,카라멜,초콜릿,견과류,긴여운",1.0,4.0,3.0,4.0,2.0
블렌딩,스페셜티 블렌드 맹심커피,"▶맹심블렌드의 로스팅포인트는 시티에서 풀시티사이입니다.
▶맹심블렌드의 블렌딩포인트는 적당한 산미와 은은한 꽃향기/ 전체적으로 고소하고 부드러운 맛/ 초콜릿과 카라멜같은 달달한 끝맛입니다.","콜롬비아,에티오피아,과테말라",,,,,,"달콤,고소,산미,부드러움,카라멜,꽃,초콜릿",2.0,3.0,4.0,3.0,1.0
블렌딩,스페셜티 블렌드 맹심커피,"▶맹심블렌드의 로스팅포인트는 시티에서 풀시티사이입니다.
▶맹심블렌드의 블렌딩포인트는 적당한 산미와 은은한 꽃향기/ 전체적으로 고소하고 부드러운 맛/ 초콜릿과 카라멜같은 달달한 끝맛입니다.","콜롬비아,에티오피아,과테말라",,,,,,"고소,산미,밸런스,부드러움,카라멜,꽃,초콜릿",2.0,3.0,4.0,3.0,1.0
블렌딩,아이올라이트 블렌드,,"콜롬비아, 온두라스, 케냐",,,,,,"와이니, 다크초콜릿,  구운 견과류, 카라멜,스모키,풍부한",2.0,4.0,4.0,4.0,4.0
블렌딩,레드베릴 블렌드,"과실주스 같은 첫 모금과 함께 밝은 견과류의 고소함이 좋습니다.
카라멜 같은 단맛이 잘 느껴집니다.","에티오피아 내추럴, 에티오피아 워시드",,,,,,"깔끔,베리,견과류,허브,주스같은",4.0,2.0,4.0,3.0,2.0
블렌딩,오닉스 블렌드,"짙은 바디감과 고소함이 잘 느껴집니다.
흑설탕 같은 단 맛이 좋으며 마무리는 깔끔합니다.
따뜻한 커피는 식어서도 풍미가 좋으며,
차가운 커피는 희석되도 그 힘을 잘 유지합니다.","콜롬비아,브라질,인도",,,,,,"갈색설탕, 좋은 바디감,달콤,묵직,견과류,풍부한",2.0,4.0,4.0,4.0,4.0
블렌딩,상큼한초밥  블렌드,"쌀밥, 마카다미아, 히비스커스, 라임","에티오피아,브라질",,,,,"워시드,내추럴","달콤,고소,상큼,산미,깔끔,바닐라,견과류,허브,깔끔한,시트러스",3.0,3.0,4.0,3.0,3.0
블렌딩,꼬수운돌솥밥 블렌드,"쌀밥, 누룽지, 카카오닙스, 다크 초콜릿",브라질,,,,,내추럴,"달콤,고소,쌉쌀,밸런스,깔끔,초콜릿,바닐라,깔끔한",1.0,4.0,4.0,4.0,5.0
블렌딩,바이올린 블렌드,"다크초콜릿, 카라멜, 사탕수수, 시트러스","콜롬비아,기타, 케냐",,,,,,"달콤,고소,산미,카라멜,초콜릿,시트러스",4.0,4.0,3.0,4.0,1.0
블렌딩,BYGONE BLEND,"넛트, 브라운슈가, 생초콜릿","콜롬비아,에티오피아,과테말라,브라질,코스타리카",,,,,,"달콤,고소,부드러움,초콜릿,견과류",1.0,4.0,3.0,4.0,1.0
블렌딩,Aachen 아헨,"블렌드 아헨은 커피의 신맛에 예민하신 분들을 위한 블렌드입니다. 
우유와 잘 어울리는 진하고 부드러운 단맛과 바디감이 풍부한 커피입니다.","콜롬비아,에티오피아,과테말라",,,,,,"달콤,고소,초콜릿,견과류,풍부한",1.0,4.0,4.0,4.0,1.0
블렌딩,스미다 시그니처 블렌드,"볶은 견과류의 고소함 
 다크초콜릿의 풍미 
 묵직한 바디 
 긴 여운",,,,,,,,1.0,4.0,4.0,4.0,3.0
